month,day,hours,temperature,rain,municipal,cellId,language,circoscrizione
11,9,14.5,11.2,0.0,Tuenno,8585,it,
11,9,14.5,11.2,0.0,Tuenno,8585,it,
11,9,15.5,10.0,0.0,Tuenno,8585,it,
11,9,21.0,8.3,0.0,Tuenno,8585,pt,
11,9,20.5,9.0,0.2,Tuenno,8585,it,
11,9,21.5,7.8,0.2,Tuenno,8585,it,
11,9,22.5,7.6,0.2,Tuenno,8585,it,
11,9,22.0,7.4,0.6,Tuenno,8585,pt,
11,9,23.0,7.5,0.0,Tuenno,8585,it,
11,9,23.5,7.1,0.0,Tuenno,8585,it,
11,10,1.5,6.9,0.0,Bedollo,6382,en,
11,10,10.0,6.4,0.0,Sant'Orsola Terme,5800,it,
11,10,13.5,8.3,0.0,Bedollo,6382,it,
11,10,14.5,8.2,0.0,Cavalese,8151,it,
11,10,15.5,8.3,0.0,Brez,9879,en,
11,11,1.0,11.3,0.0,Carano,8149,it,
11,11,4.5,11.1,0.0,Moena,9453,en,
11,11,15.0,13.9,0.0,Sant'Orsola Terme,5800,it,
11,11,18.0,13.1,0.0,Soraga,9464,it,
11,11,20.0,12.6,0.0,Tuenno,8585,it,
11,11,23.0,10.3,0.0,Tuenno,8585,en,
11,12,7.5,6.1,0.0,Tuenno,8585,it,
11,12,16.5,12.0,0.0,Tuenno,8585,it,
11,12,19.0,9.9,0.0,Tuenno,8585,it,
11,13,0.5,7.9,0.0,Pozza di Fassa,10040,it,
11,12,21.0,8.7,0.0,Bedollo,6382,en,
11,13,0.0,7.8,0.0,Trento,5203,it,POVO
11,13,0.0,7.8,0.0,Bedollo,6382,en,
11,13,0.5,7.9,0.0,Soraga,9464,it,
11,13,1.0,7.5,0.0,Bedollo,6382,en,
11,13,15.5,12.5,0.0,Taio,8472,it,
11,13,16.5,12.8,0.0,Tuenno,8585,et,
11,13,17.0,12.2,0.0,Pinzolo,7167,it,
11,13,16.5,12.8,0.0,San Michele all'Adige,6840,it,
11,13,19.0,11.9,0.0,San Michele all'Adige,6840,it,
11,13,20.5,11.4,0.0,Lavarone,3574,de,
11,13,19.5,11.6,0.0,Pinzolo,7167,it,
11,14,14.0,9.4,0.0,Tuenno,8585,it,
11,14,16.5,8.7,0.2,Tuenno,8585,it,
11,15,0.5,6.6,0.0,Cavalese,8151,de,
11,15,0.5,6.6,0.0,Cavalese,8151,de,
11,15,10.0,6.2,0.8,Pinzolo,7167,it,
11,15,18.0,7.1,0.0,Vigo di Fassa,9922,in,
11,15,18.0,7.1,0.0,Pergine Valsugana,5210,it,
11,15,20.0,6.4,0.0,Cavalese,8151,it,
11,15,20.0,6.4,0.0,Trento,5083,it,CENTRO STORICO PIEDICASTELLO
11,15,21.0,6.2,0.0,Tuenno,8585,it,
11,15,21.5,6.4,0.0,Cavalese,8151,en,
11,15,22.5,6.5,0.0,Vigo di Fassa,9804,it,
11,15,22.5,6.5,0.0,Baselga di Pinè,6029,it,
11,15,22.5,6.5,0.0,Cavalese,8151,it,
11,16,9.0,5.3,0.0,Cavalese,8151,it,
11,16,19.5,8.1,0.0,Cavalese,8151,it,
11,16,19.5,8.1,0.0,Moena,9453,en,
11,16,22.0,7.7,0.0,Cavalese,8151,fi,
11,17,0.5,7.9,0.0,Cavalese,8151,lv,
11,17,11.0,9.1,0.0,Cavalese,8151,it,
11,17,11.0,9.1,0.0,Ronchi Valsugana,5342,und,
11,17,15.5,9.4,0.0,Rovereto,2855,it,
11,17,9.5,8.3,0.0,Ronchi Valsugana,5342,en,
11,17,23.0,7.8,0.0,Ronchi Valsugana,5342,it,
11,17,22.5,7.9,0.0,Ronchi Valsugana,5342,it,
11,17,22.5,7.9,0.0,Campitello di Fassa,10972,de,
11,17,22.5,7.9,0.0,Trento,5200,in,CENTRO STORICO PIEDICASTELLO
11,18,11.5,8.4,0.0,Moena,9453,nl,
11,18,12.5,8.8,0.0,Rovereto,2855,it,
11,18,12.0,8.5,0.0,Tuenno,8585,it,
11,18,16.5,8.5,0.0,Pinzolo,7167,it,
11,18,18.0,8.2,0.0,Calliano,3561,it,
11,19,9.5,7.3,0.0,Tuenno,8585,it,
11,19,9.5,7.3,0.0,Trento,5083,en,CENTRO STORICO PIEDICASTELLO
11,19,9.0,7.2,0.2,Baselga di Pinè,6146,in,
11,19,12.5,7.6,0.0,Trento,5200,ar,CENTRO STORICO PIEDICASTELLO
11,19,14.0,7.7,0.6,Rovereto,2854,und,
11,20,1.0,7.0,0.0,Tesero,8153,it,
11,20,1.0,7.0,0.0,Tuenno,8585,es,
11,20,1.0,7.0,0.0,Trento,5083,it,CENTRO STORICO PIEDICASTELLO
11,20,0.5,7.0,0.0,Rovereto,2855,it,
11,15,12.0,6.4,0.4,Mezzolombardo,7070,it,
11,20,11.5,9.6,0.0,Moena,9453,en,
11,20,14.0,10.3,0.0,Trento,5201,it,S.GIUSEPPE-S.CHIARA
11,20,18.5,8.7,0.6,Rovereto,2855,it,
11,21,12.5,5.2,0.0,Pinzolo,7167,it,
11,21,19.5,5.0,0.2,Fondo,9998,it,
11,21,21.5,4.4,0.6,Baselga di Pinè,6029,it,
11,22,15.0,6.8,0.0,Trento,5083,en,CENTRO STORICO PIEDICASTELLO
11,22,16.5,5.5,0.0,Sant'Orsola Terme,5799,it,
11,22,20.5,3.8,0.0,Tuenno,8585,tl,
11,22,20.5,3.8,0.0,Sant'Orsola Terme,5800,it,
11,22,22.5,4.0,0.0,Fierozzo,5683,it,
11,22,22.5,4.0,0.0,Rovereto,2854,und,
11,22,22.5,4.0,0.0,Sant'Orsola Terme,5799,it,
11,22,23.5,4.0,0.0,Sant'Orsola Terme,5799,en,
11,23,0.0,3.4,0.0,Castelfondo,10230,vi,
11,23,9.5,4.2,0.0,Moena,8983,it,
11,23,11.5,5.4,0.0,Sant'Orsola Terme,5799,es,
11,23,13.0,6.2,0.0,Moena,8983,it,
11,23,14.5,6.3,0.0,Trento,5201,it,S.GIUSEPPE-S.CHIARA
11,23,11.0,4.8,0.0,Pinzolo,7167,it,
11,23,15.0,6.7,0.0,Ziano di Fiemme,8042,it,
11,22,20.0,4.1,0.0,Sant'Orsola Terme,5799,it,
11,23,16.5,6.7,0.0,Cavalese,7686,es,
11,24,0.5,6.9,0.0,Cavalese,8151,de,
11,24,11.5,7.5,0.0,Moena,8983,it,
11,24,12.5,8.2,0.0,Rovereto,2854,it,
11,24,12.5,8.2,0.0,Sant'Orsola Terme,5799,it,
11,24,15.5,9.6,0.0,Sant'Orsola Terme,5799,it,
11,24,16.0,10.1,0.0,Sant'Orsola Terme,5799,it,
11,24,19.0,11.6,0.0,Sant'Orsola Terme,5799,pt,
11,24,19.0,11.6,0.0,Pozza di Fassa,10040,it,
11,24,19.5,11.2,0.0,Moena,9453,en,
11,24,19.0,11.6,0.0,Tuenno,8585,it,
11,23,11.0,4.8,0.0,Tuenno,8585,und,
11,25,16.5,5.6,0.0,Trento,5083,it,S.GIUSEPPE-S.CHIARA
11,26,7.5,3.7,0.0,Ronchi Valsugana,5342,it,
11,26,7.0,3.5,0.0,Ronchi Valsugana,5342,it,
11,26,12.5,6.5,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
11,26,16.0,5.3,0.0,Sant'Orsola Terme,5800,it,
11,26,20.0,3.1,0.0,Ronchi Valsugana,5342,it,
11,26,20.0,3.1,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
11,26,20.5,3.5,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
11,26,22.0,2.8,0.0,Coredo,8942,it,
11,26,22.0,2.8,0.0,Rovereto,2855,it,
11,27,7.5,0.0,0.0,Ronchi Valsugana,5342,it,
11,27,7.5,0.0,0.0,Castello-Molina di Fiemme,7912,pt,
11,27,11.0,1.9,0.0,Sant'Orsola Terme,5800,it,
11,27,12.0,3.3,0.0,Sant'Orsola Terme,5800,it,
11,27,18.5,3.2,0.0,Tuenno,8585,it,
11,28,2.0,-0.7,0.0,Tuenno,8585,und,
11,28,8.5,-2.0,0.0,Tuenno,8585,it,
11,28,12.5,3.1,0.0,Trento,5203,it,POVO
11,28,13.0,4.2,0.0,Tuenno,8585,it,
11,29,2.0,0.0,0.0,Pergine Valsugana,5093,it,
11,28,19.5,2.4,0.0,Pieve Tesino,5356,it,
11,28,22.0,1.6,0.0,Comano Terme,4715,it,
11,28,22.5,1.5,0.0,Pergine Valsugana,4976,en,
11,28,23.0,1.3,0.0,Tuenno,8585,it,
11,28,23.5,1.1,0.0,Rovereto,2971,und,
11,29,11.5,2.8,0.0,Trento,5203,it,POVO
11,29,14.5,6.2,0.0,Tuenno,8585,it,
11,29,14.5,6.2,0.0,Tuenno,8585,it,
11,29,15.5,5.2,0.0,Nomi,3325,lv,
11,29,16.5,4.5,0.0,Tuenno,8585,it,
11,29,16.0,4.9,0.0,Spera,5348,it,
11,29,16.5,4.5,0.0,Pieve Tesino,5356,it,
11,29,17.5,3.3,0.0,Trento,5667,it,GARDOLO
11,29,22.0,1.8,0.0,Castello Tesino,5240,it,
11,29,22.0,1.8,0.0,Predazzo,8395,es,
11,29,23.5,1.7,0.0,Trento,4851,es,OLTREFERSINA
11,29,23.5,1.7,0.0,Canazei,10748,pt,
11,29,23.5,1.7,0.0,Baselga di Pinè,6029,ht,
11,29,23.5,1.7,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
11,29,23.5,1.7,0.0,Canazei,10748,it,
11,30,0.0,1.7,0.0,Tassullo,8704,it,
11,30,8.0,1.0,0.0,Sant'Orsola Terme,5800,it,
11,30,10.0,1.5,0.0,Tuenno,8585,it,
11,30,11.0,2.1,0.0,Trento,5083,it,CENTRO STORICO PIEDICASTELLO
11,30,11.0,2.1,0.0,Tuenno,8585,it,
11,30,14.5,4.7,0.0,Rovereto,2386,it,
11,30,15.0,4.7,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
11,30,15.5,4.6,0.0,Strigno,5350,in,
11,30,15.0,4.7,0.0,Tuenno,8585,it,
11,30,18.5,3.3,0.0,Trento,5203,it,POVO
11,30,19.5,3.0,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
11,30,20.5,3.0,0.0,Tuenno,8585,it,
11,30,20.5,3.0,0.0,Tuenno,8585,it,
11,30,23.0,1.7,0.0,Trento,5200,en,CENTRO STORICO PIEDICASTELLO
12,1,12.5,6.4,0.0,Moena,9453,in,
12,1,14.0,7.4,0.0,Tuenno,8585,it,
12,1,13.5,7.4,0.0,Tuenno,8585,it,
12,1,13.5,7.4,0.0,Baselga di Pinè,6029,it,
12,1,14.0,7.4,0.0,Sant'Orsola Terme,5800,es,
12,1,16.0,6.2,0.0,Commezzadura,8219,it,
12,1,17.0,4.5,0.0,Tuenno,8585,it,
12,1,20.5,2.9,0.0,Tuenno,8585,it,
12,1,22.0,2.3,0.0,Tuenno,8585,it,
12,1,22.5,2.1,0.0,Pinzolo,7167,it,
12,2,0.0,1.9,0.0,Canazei,10748,it,
12,2,8.5,1.8,0.0,Molveno,6242,en,
12,2,10.5,4.5,0.0,Borgo Valsugana,5110,sk,
12,2,10.0,3.6,0.0,Ronchi Valsugana,5342,it,
12,2,10.0,3.6,0.0,Sant'Orsola Terme,5800,tr,
12,2,10.0,3.6,0.0,Pinzolo,7049,it,
12,2,10.0,3.6,0.0,Trento,5083,ar,CENTRO STORICO PIEDICASTELLO
12,2,12.5,7.4,0.0,Tuenno,8585,it,
12,2,13.0,8.1,0.0,Trento,5201,it,S.GIUSEPPE-S.CHIARA
12,2,16.5,6.8,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
12,2,22.0,3.2,0.0,Trento,5319,in,ARGENTARIO
12,3,1.5,1.3,0.0,Tuenno,8585,it,
12,3,10.0,3.5,0.0,Ziano di Fiemme,8159,it,
12,3,11.5,4.9,0.0,Tuenno,8585,it,
12,3,12.0,5.2,0.0,Trento,5083,it,CENTRO STORICO PIEDICASTELLO
12,2,15.5,8.4,0.0,Trento,5200,in,CENTRO STORICO PIEDICASTELLO
11,22,15.5,6.2,0.0,Cles,9054,it,
12,3,23.0,2.7,0.0,Sant'Orsola Terme,5799,it,
12,3,23.0,2.7,0.0,Trento,5200,sl,CENTRO STORICO PIEDICASTELLO
12,5,10.5,6.2,0.0,Sant'Orsola Terme,5799,fr,
12,5,10.5,6.2,0.0,Dimaro,8456,in,
12,5,12.0,7.5,0.0,Sant'Orsola Terme,5799,it,
12,5,14.0,10.2,0.0,Commezzadura,8219,it,
12,5,18.0,6.6,0.0,Canazei,10748,en,
12,5,20.0,4.5,0.0,Coredo,8942,sk,
12,5,23.0,2.5,0.0,Commezzadura,8336,it,
12,6,6.5,-0.1,0.0,Commezzadura,8336,it,
12,6,7.5,-0.9,0.0,Tesero,8155,en,
12,6,8.0,-0.4,0.0,Pinzolo,7049,it,
12,6,8.0,-0.4,0.0,Pergine Valsugana,4860,it,
12,6,8.5,-0.1,0.0,Trento,4967,it,OLTREFERSINA
12,6,10.0,2.4,0.0,Trento,5083,it,CENTRO STORICO PIEDICASTELLO
12,6,10.0,2.4,0.0,Commezzadura,8336,it,
12,6,11.5,5.1,0.0,Moena,8983,es,
12,6,13.0,7.6,0.0,Moena,8983,it,
12,6,14.5,8.6,0.0,Trento,5083,it,CENTRO STORICO PIEDICASTELLO
12,6,17.5,7.1,0.0,Pergine Valsugana,5330,it,
12,6,17.5,7.1,0.0,Commezzadura,8336,it,
12,6,18.0,6.7,0.0,Rovereto,2384,it,
12,6,19.5,9.0,0.0,Trento,4382,it,MATTARELLO
12,6,20.5,10.0,0.0,Commezzadura,8336,it,
12,6,21.0,8.7,0.0,Pozza di Fassa,10040,it,
12,6,22.0,8.4,0.0,Cavalese,8151,en,
12,6,23.0,8.4,0.0,Rovereto,2384,it,
12,6,23.0,8.4,0.0,Mezzocorona,6839,it,
12,7,6.0,7.2,0.0,Rovereto,2505,it,
12,7,9.5,3.7,0.0,Cavalese,8151,it,
12,7,11.5,6.0,0.0,Pergine Valsugana,4624,it,
12,7,14.5,8.0,0.0,Trento,4967,fr,OLTREFERSINA
12,7,15.5,7.9,0.0,Trento,5320,en,ARGENTARIO
12,7,17.0,8.8,0.0,Trento,5084,it,OLTREFERSINA
12,7,17.0,8.8,0.0,Castello Tesino,5240,it,
12,7,17.5,8.1,0.0,Carano,8149,it,
12,7,18.0,7.4,0.0,Rovereto,2737,en,
12,7,18.5,7.3,0.0,Isera,2735,und,
12,7,19.5,5.6,0.0,Trento,4966,it,OLTREFERSINA
12,8,0.0,3.4,0.0,Borgo Valsugana,5109,it,
12,8,1.5,2.1,0.0,Borgo Valsugana,5109,it,
12,8,10.0,1.4,0.0,Cavalese,8151,pt,
12,8,11.0,4.0,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
12,8,12.5,4.9,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
12,8,12.5,4.9,0.0,Pozza di Fassa,10157,es,
12,8,12.0,5.2,0.0,Baselga di Pinè,6029,ht,
12,8,13.5,6.5,0.0,Rovereto,2853,it,
12,8,17.5,4.2,0.0,Romeno,9411,it,
12,8,19.5,2.8,0.0,Carzano,5346,it,
12,8,20.0,2.6,0.0,Carzano,5346,it,
12,8,21.5,1.5,0.0,Ronchi Valsugana,5342,it,
12,8,22.5,1.5,0.0,Rovereto,2971,und,
12,9,7.0,-0.6,0.0,Trento,5203,it,POVO
12,9,12.5,2.2,0.0,Sarnonico,10118,it,
12,9,12.5,2.2,0.0,Commezzadura,8219,it,
12,9,16.5,2.6,0.0,Mezzocorona,6839,es,
12,9,22.5,1.9,0.0,Levico Terme,4512,it,
12,10,7.5,1.4,0.0,Faedo,6724,en,
12,10,7.5,1.4,0.0,Commezzadura,8219,it,
12,10,7.5,1.4,0.0,Trento,5200,en,CENTRO STORICO PIEDICASTELLO
12,10,9.0,3.7,0.0,Tuenno,8585,tl,
12,10,7.5,1.4,0.0,Trento,5667,und,GARDOLO
12,11,8.5,2.1,0.0,Levico Terme,4629,it,
12,11,8.5,2.1,0.0,Trento,5902,it,MEANO
12,11,7.5,2.0,0.0,Rovereto,2854,it,
12,11,8.5,2.1,0.0,Trento,5203,en,POVO
12,11,8.0,2.0,0.0,Borgo Valsugana,5110,de,
12,11,15.0,9.2,0.0,Trento,4967,it,OLTREFERSINA
12,11,15.0,9.2,0.0,Baselga di Pinè,6146,in,
12,11,16.0,7.2,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,11,17.0,5.8,0.0,Calavino,4722,it,
12,11,16.5,6.7,0.0,Commezzadura,8336,fi,
12,11,19.0,4.7,0.0,Scurelle,5933,it,
12,11,17.0,5.8,0.0,Commezzadura,8336,it,
12,11,21.0,4.0,0.0,Trento,5200,en,CENTRO STORICO PIEDICASTELLO
12,12,1.0,1.8,0.0,Malè,8810,ht,
12,12,1.0,1.8,0.0,Revò,9640,in,
12,12,9.0,0.6,0.0,Frassilongo,5330,es,
12,12,11.5,5.0,0.0,Sant'Orsola Terme,5800,it,
12,12,16.0,6.6,0.0,Rovereto,2854,ko,
12,12,21.5,3.1,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
12,12,22.5,3.1,0.0,Tesero,8153,it,
12,13,2.5,2.4,0.0,Trento,4967,it,OLTREFERSINA
12,13,12.0,5.5,0.0,Commezzadura,8219,it,
12,13,12.5,6.3,0.0,Baselga di Pinè,6029,it,
12,13,14.0,8.0,0.0,Cavalese,8151,en,
12,13,16.0,7.0,0.0,Rovereto,2855,ko,
12,13,17.5,6.0,0.0,Rovereto,2855,it,
12,13,17.5,6.0,0.0,Calavino,4838,en,
12,13,17.5,6.0,0.0,Rovereto,2855,ko,
12,13,19.0,4.7,0.0,Tesero,8153,it,
12,13,19.5,4.3,0.0,Romeno,9411,it,
12,13,21.5,3.8,0.0,Trento,5083,en,CENTRO STORICO PIEDICASTELLO
12,13,21.5,3.8,0.0,Siror,7943,it,
12,13,22.5,3.5,0.0,Trento,5317,it,CENTRO STORICO PIEDICASTELLO
12,14,0.0,2.9,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
12,14,21.0,3.5,0.0,Baselga di Pinè,6029,ht,
12,14,22.5,2.4,0.0,Ziano di Fiemme,8159,it,
12,14,23.5,2.4,0.0,Trento,5083,en,CENTRO STORICO PIEDICASTELLO
12,15,0.5,3.9,0.0,Trento,5083,it,S.GIUSEPPE-S.CHIARA
12,15,0.5,3.9,0.0,Baselga di Pinè,6029,it,
12,15,1.0,4.5,0.0,Trento,5902,en,MEANO
12,14,20.5,3.4,0.0,Trento,5902,und,MEANO
12,15,16.0,8.3,0.0,Pergine Valsugana,4859,it,
12,15,19.5,5.0,0.0,Rovereto,2855,ko,
12,15,21.5,4.3,0.0,Moena,9453,en,
12,15,22.0,4.2,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
12,16,0.0,2.7,0.0,Canazei,10515,it,
12,16,5.5,1.4,0.0,Calavino,4838,en,
12,16,8.0,1.2,0.0,Predazzo,8513,it,
12,16,12.0,5.0,0.0,Trento,5201,it,S.GIUSEPPE-S.CHIARA
12,16,17.5,6.3,0.0,Tassullo,8704,it,
12,16,21.0,4.3,0.0,Trento,5434,ar,CENTRO STORICO PIEDICASTELLO
12,14,12.0,5.3,0.0,Calavino,4838,en,
12,17,11.0,4.4,0.0,Calavino,4838,en,
12,17,10.5,4.0,0.0,Trento,5434,ar,CENTRO STORICO PIEDICASTELLO
12,17,12.5,5.6,0.0,Trento,5434,ar,CENTRO STORICO PIEDICASTELLO
12,17,12.5,5.6,0.0,Canazei,10515,ht,
12,17,11.0,4.4,0.0,Rovereto,2972,it,
12,17,10.5,4.0,0.0,Rovereto,2972,it,
12,17,15.5,7.2,0.0,Rovereto,2972,it,
12,17,11.5,4.3,0.0,Spera,5348,it,
12,17,20.0,4.1,0.0,Trento,5083,en,S.GIUSEPPE-S.CHIARA
12,18,8.5,0.9,0.0,Trento,4966,pt,RAVINA-ROMAGNANO
12,18,8.0,0.7,0.0,Trento,5203,it,POVO
12,18,10.0,2.0,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,18,10.0,2.0,0.0,Rovereto,2855,it,
12,18,10.0,2.0,0.0,Trento,5200,en,CENTRO STORICO PIEDICASTELLO
12,18,13.5,4.9,0.0,Trento,5550,en,GARDOLO
12,18,10.0,2.0,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,18,19.0,3.7,0.0,Rovereto,2855,it,
12,19,12.5,0.2,0.0,Rovereto,2855,it,
12,19,13.0,0.2,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,19,16.0,0.4,0.0,Rovereto,2855,it,
12,19,17.5,1.0,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,19,17.5,1.0,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,19,17.5,1.0,0.0,Rovereto,2972,it,
12,19,20.0,0.5,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,15,13.5,9.4,0.0,Trento,4967,tr,OLTREFERSINA
12,20,10.5,1.5,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,20,11.0,1.4,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,20,11.5,1.6,0.0,San Michele all'Adige,6722,und,
12,20,11.5,1.6,0.0,Ronchi Valsugana,5342,es,
12,20,15.5,3.0,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,20,15.5,3.0,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,20,19.0,3.5,0.0,Trento,4733,en,OLTREFERSINA
12,20,19.0,3.5,0.0,Tesero,8153,it,
12,20,19.0,3.5,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
12,20,20.5,3.3,0.0,Cavalese,8150,en,
12,20,21.0,3.1,0.0,Rovereto,2855,it,
12,20,20.5,3.3,0.0,Pergine Valsugana,5325,de,
12,20,20.5,3.3,0.0,Mezzolombardo,7070,it,
12,20,22.0,4.0,0.0,Pergine Valsugana,5324,tl,
12,21,2.0,3.5,0.0,Vezzano,5188,it,
12,21,16.5,5.7,0.0,Trento,5083,en,CENTRO STORICO PIEDICASTELLO
12,21,20.5,5.1,0.0,Moena,9453,en,
12,21,21.0,5.1,0.0,Trento,4849,it,RAVINA-ROMAGNANO
12,21,21.5,5.4,0.0,Rovereto,2737,it,
12,21,21.5,5.4,0.0,Baselga di Pinè,6029,it,
12,21,21.5,5.4,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,21,21.5,5.4,0.0,Calavino,4838,en,
12,21,21.5,5.4,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,22,14.5,5.7,0.0,Trento,5200,es,CENTRO STORICO PIEDICASTELLO
12,23,9.0,5.1,0.0,Trento,5433,en,CENTRO STORICO PIEDICASTELLO
12,23,14.5,7.0,0.0,Lavarone,3574,it,
12,24,16.5,7.7,0.0,Telve,6400,it,
12,24,18.0,7.7,0.0,Calavino,4838,lv,
12,24,18.0,7.7,0.0,Palù del Fersina,6036,it,
12,25,11.0,8.4,0.2,Trento,5200,in,CENTRO STORICO PIEDICASTELLO
12,6,10.5,3.7,0.0,Trento,5200,it,CENTRO STORICO PIEDICASTELLO
12,26,13.5,2.7,1.0,Pellizzano,8214,en,
12,26,18.0,2.8,0.8,Pellizzano,8214,en,
12,27,10.5,7.2,0.0,Pellizzano,8214,en,
12,27,14.0,8.7,0.0,Baselga di Pinè,6146,in,
12,28,12.0,2.9,0.0,Cavalese,8151,it,
12,28,15.0,5.2,0.0,Trento,5434,ar,CENTRO STORICO PIEDICASTELLO
12,28,16.5,4.2,0.0,Sant'Orsola Terme,5799,it,
12,28,20.0,4.4,0.0,Ronchi Valsugana,5342,it,
12,28,21.5,3.8,0.0,Carano,8149,it,
12,28,22.5,4.0,0.0,Lavis,6016,it,
12,29,14.0,5.1,0.2,Calavino,4719,en,
12,29,15.0,5.3,0.0,Trento,5083,it,CENTRO STORICO PIEDICASTELLO
12,29,15.5,5.5,0.2,Trento,5200,en,CENTRO STORICO PIEDICASTELLO
12,29,17.0,5.9,0.0,Lavis,6016,it,
12,30,10.0,3.1,0.0,Trento,5200,fr,CENTRO STORICO PIEDICASTELLO
